"subjects"	"S"	"flankers"	"R"	"rt"
"2575"	"7"	"left"	"incongruent"	"right"	0.353588102000838
"4735"	"7"	"left"	"incongruent"	"left"	0.873951269073196
"1567"	"7"	"left"	"incongruent"	"left"	0.201497279950054
"3643"	"7"	"right"	"incongruent"	"left"	0.182268320503216
"2659"	"7"	"right"	"congruent"	"left"	0.58511335358314
"1507"	"7"	"right"	"congruent"	"right"	0.357827632102721
"4939"	"7"	"right"	"incongruent"	"right"	0.294228169938487
"4099"	"7"	"right"	"congruent"	"right"	0.223651777500435
"1495"	"7"	"left"	"congruent"	"left"	0.181543784036381
"2995"	"7"	"right"	"congruent"	"right"	0.438769142370862
"4027"	"7"	"right"	"incongruent"	"right"	0.283405035462881
"1651"	"7"	"right"	"congruent"	"left"	0.474590166618595
"4867"	"7"	"right"	"congruent"	"right"	0.359543414728036
"967"	"7"	"left"	"congruent"	"left"	0.280926834873773
"3535"	"7"	"left"	"incongruent"	"left"	0.212241433403323
"775"	"7"	"left"	"congruent"	"left"	0.284444716321798
"1555"	"7"	"right"	"congruent"	"right"	0.146396524307298
"4123"	"7"	"right"	"incongruent"	"right"	0.527971601378791
"2815"	"7"	"left"	"incongruent"	"left"	0.279854424695892
"4795"	"7"	"right"	"incongruent"	"right"	0.297345083685858
"5047"	"7"	"left"	"congruent"	"left"	0.236540795742998
"895"	"7"	"left"	"incongruent"	"left"	0.548535650386449
"2503"	"7"	"left"	"congruent"	"left"	0.540101472834769
"1243"	"7"	"right"	"incongruent"	"left"	0.594411810783436
"4807"	"7"	"left"	"congruent"	"left"	0.550974750501579
"847"	"7"	"left"	"incongruent"	"right"	0.554300826152814
"4039"	"7"	"left"	"congruent"	"right"	0.372550122062964
"5191"	"7"	"left"	"congruent"	"left"	0.419723725413223
"3295"	"7"	"left"	"incongruent"	"left"	0.232002491774964
"2311"	"7"	"left"	"congruent"	"left"	0.477456032447305
"2743"	"7"	"left"	"congruent"	"right"	0.404165927969251
"763"	"7"	"right"	"incongruent"	"right"	0.383597542668583
"2551"	"7"	"left"	"congruent"	"left"	0.157065982132033
"4915"	"7"	"right"	"congruent"	"right"	0.414500243377501
"499"	"7"	"right"	"congruent"	"right"	0.231639554092521
"4879"	"7"	"left"	"incongruent"	"left"	0.222248654145217
"3235"	"7"	"right"	"congruent"	"left"	0.412016914370271
"4627"	"7"	"right"	"congruent"	"left"	0.521971166881961
"4087"	"7"	"left"	"congruent"	"left"	0.225141658782231
"91"	"7"	"right"	"incongruent"	"right"	0.227332290777716
"2287"	"7"	"left"	"incongruent"	"left"	0.434947125276815
"1483"	"7"	"right"	"incongruent"	"right"	0.264148748669837
"379"	"7"	"right"	"incongruent"	"right"	0.316926462843605
"4051"	"7"	"right"	"congruent"	"left"	0.284993109747716
"1351"	"7"	"left"	"congruent"	"left"	0.417020088733919
"4435"	"7"	"right"	"congruent"	"right"	0.416116577892745
"3451"	"7"	"right"	"incongruent"	"right"	0.409618550792073
"3619"	"7"	"right"	"congruent"	"right"	0.173424168490964
"3355"	"7"	"right"	"incongruent"	"right"	0.25261523663155
"1303"	"7"	"left"	"congruent"	"left"	0.264275143184924
"2119"	"7"	"left"	"congruent"	"left"	0.287096246786885
"4015"	"7"	"left"	"incongruent"	"left"	0.329542239927173
"19"	"7"	"right"	"congruent"	"right"	0.367448387175308
"3259"	"7"	"right"	"incongruent"	"right"	0.555097403157276
"4351"	"7"	"left"	"incongruent"	"left"	0.419592610133956
"1639"	"7"	"left"	"congruent"	"left"	0.632739356845032
"2707"	"7"	"right"	"congruent"	"right"	0.171446408467791
"5215"	"7"	"left"	"incongruent"	"left"	0.392720733797726
"1867"	"7"	"right"	"incongruent"	"right"	0.234964532167061
"3055"	"7"	"left"	"incongruent"	"left"	0.523251471125065
"5239"	"7"	"left"	"congruent"	"left"	0.381944275642551
"2179"	"7"	"right"	"congruent"	"right"	0.306826320147637
"2155"	"7"	"right"	"incongruent"	"right"	0.279378481212138
"4543"	"7"	"left"	"incongruent"	"left"	0.189780016971044
"5275"	"7"	"right"	"incongruent"	"right"	0.192634116084052
"2719"	"7"	"left"	"incongruent"	"left"	0.445103205347048
"3607"	"7"	"left"	"congruent"	"left"	0.327287686242216
"1411"	"7"	"right"	"congruent"	"right"	0.550831220459038
"3415"	"7"	"left"	"congruent"	"left"	0.304808628276645
"4747"	"7"	"right"	"incongruent"	"right"	0.35579949503979
"319"	"7"	"left"	"incongruent"	"left"	0.4082505687561
"1219"	"7"	"right"	"congruent"	"right"	0.567809634104853
"2563"	"7"	"right"	"congruent"	"right"	0.277009066568894
"1915"	"7"	"right"	"incongruent"	"right"	0.264443914475619
"1447"	"7"	"left"	"congruent"	"left"	0.189083340360458
"3367"	"7"	"left"	"congruent"	"left"	0.282066277353722
"127"	"7"	"left"	"incongruent"	"right"	0.556502955337772
"739"	"7"	"right"	"congruent"	"right"	0.251348592587779
"2143"	"7"	"left"	"incongruent"	"left"	0.223616154936729
"979"	"7"	"right"	"congruent"	"right"	0.269554239468196
"3511"	"7"	"left"	"congruent"	"left"	0.496263654784224
"4579"	"7"	"right"	"congruent"	"right"	0.520117537395454
"5059"	"7"	"right"	"congruent"	"right"	0.170105319216529
"595"	"7"	"right"	"congruent"	"right"	0.735361494977692
"2203"	"7"	"right"	"incongruent"	"left"	0.698565996994787
"2983"	"7"	"left"	"congruent"	"left"	0.482077204391192
"3331"	"7"	"right"	"congruent"	"right"	0.304518196135712
"3979"	"7"	"right"	"incongruent"	"right"	0.229432461742179
"4531"	"7"	"right"	"congruent"	"right"	0.269181126398568
"3644"	"8"	"right"	"incongruent"	"right"	0.326302849310035
"2012"	"8"	"right"	"incongruent"	"left"	0.272026884487188
"1040"	"8"	"left"	"incongruent"	"left"	0.79919349158303
"596"	"8"	"right"	"congruent"	"right"	0.364015773565896
"1064"	"8"	"left"	"congruent"	"left"	0.330989200464311
"2792"	"8"	"left"	"congruent"	"left"	0.132014956762111
"3788"	"8"	"right"	"incongruent"	"right"	0.202381796315569
"3140"	"8"	"right"	"congruent"	"right"	0.546092922369529
"3692"	"8"	"right"	"incongruent"	"left"	0.798074467904036
"3584"	"8"	"left"	"incongruent"	"left"	0.301730248889817
"1688"	"8"	"left"	"congruent"	"left"	0.376855862215805
"4316"	"8"	"right"	"incongruent"	"left"	0.225708366960301
"4364"	"8"	"right"	"incongruent"	"right"	0.431399495684793
"4688"	"8"	"left"	"incongruent"	"left"	0.255237794158745
"5012"	"8"	"right"	"congruent"	"right"	0.148460539503252
"1808"	"8"	"left"	"incongruent"	"left"	0.190539968598552
"4280"	"8"	"left"	"congruent"	"left"	0.437764886985189
"4400"	"8"	"left"	"incongruent"	"left"	1.64607081141924
"4592"	"8"	"left"	"incongruent"	"left"	0.97345840198382
"4352"	"8"	"left"	"incongruent"	"right"	0.230682992761019
"608"	"8"	"left"	"incongruent"	"left"	0.223417126515926
"4820"	"8"	"right"	"congruent"	"right"	0.408262728322282
"476"	"8"	"right"	"incongruent"	"right"	0.568660848457395
"4412"	"8"	"right"	"incongruent"	"right"	0.334048379548066
"3536"	"8"	"left"	"incongruent"	"left"	0.267959543577474
"2780"	"8"	"right"	"incongruent"	"left"	0.629158005155814
"4136"	"8"	"left"	"congruent"	"left"	0.379399349815602
"1160"	"8"	"left"	"congruent"	"left"	0.719328371659434
"920"	"8"	"left"	"congruent"	"left"	0.205270956425623
"20"	"8"	"right"	"congruent"	"right"	0.71542352577864
"3380"	"8"	"right"	"congruent"	"right"	0.291972222143064
"452"	"8"	"right"	"congruent"	"right"	0.227571480894012
"2420"	"8"	"right"	"congruent"	"right"	1.04937352300521
"5300"	"8"	"right"	"congruent"	"right"	0.265128399757656
"524"	"8"	"right"	"incongruent"	"left"	0.501612811166538
"704"	"8"	"left"	"incongruent"	"left"	1.16688296000218
"176"	"8"	"left"	"incongruent"	"right"	0.18282738140056
"2204"	"8"	"right"	"incongruent"	"right"	0.35223849201359
"3284"	"8"	"right"	"congruent"	"right"	0.191357919505307
"2288"	"8"	"left"	"incongruent"	"left"	0.354612267480986
"5096"	"8"	"left"	"congruent"	"left"	0.194953870900945
"752"	"8"	"left"	"incongruent"	"left"	0.177243532465828
"3944"	"8"	"left"	"congruent"	"left"	0.368322935301365
"1604"	"8"	"right"	"congruent"	"right"	0.272814551729912
"356"	"8"	"right"	"congruent"	"right"	0.17642991497262
"4724"	"8"	"right"	"congruent"	"right"	0.468602276582896
"1676"	"8"	"right"	"incongruent"	"right"	0.2329359119147
"4184"	"8"	"left"	"congruent"	"left"	0.664500048030022
"2432"	"8"	"left"	"incongruent"	"left"	0.350609954059065
"1184"	"8"	"left"	"incongruent"	"right"	0.458178812284466
"908"	"8"	"right"	"incongruent"	"right"	0.202654481734964
"2300"	"8"	"right"	"incongruent"	"left"	0.404376848598537
"1088"	"8"	"left"	"incongruent"	"right"	0.772787111411921
"104"	"8"	"left"	"congruent"	"left"	0.18236436228131
"836"	"8"	"right"	"congruent"	"right"	0.455032312669098
"92"	"8"	"right"	"incongruent"	"left"	0.26644776907452
"1496"	"8"	"left"	"congruent"	"left"	0.354174495449884
"4292"	"8"	"right"	"congruent"	"right"	0.2599983112037
"1436"	"8"	"right"	"incongruent"	"right"	0.284319382405171
"1136"	"8"	"left"	"incongruent"	"left"	0.280252021945131
"3296"	"8"	"left"	"incongruent"	"left"	0.183133515909571
"1148"	"8"	"right"	"incongruent"	"right"	0.222518684644879
"5324"	"8"	"right"	"incongruent"	"left"	0.279609630625119
"5108"	"8"	"right"	"congruent"	"right"	0.837760828544087
"1820"	"8"	"right"	"incongruent"	"right"	0.210406969323398
"3620"	"8"	"right"	"congruent"	"left"	0.378624976176832
"3476"	"8"	"right"	"congruent"	"right"	0.294277801017961
"8"	"8"	"left"	"congruent"	"left"	0.164075767994576
"440"	"8"	"left"	"congruent"	"left"	0.217412097802723
"296"	"8"	"left"	"congruent"	"left"	0.801505313670543
"164"	"8"	"right"	"congruent"	"right"	0.204525916998357
"2264"	"8"	"left"	"congruent"	"left"	0.216219834018837
"4976"	"8"	"left"	"incongruent"	"right"	0.224246793374756
"3356"	"8"	"right"	"incongruent"	"right"	0.78372911679456
"3176"	"8"	"left"	"congruent"	"left"	0.185892272326321
"5120"	"8"	"left"	"incongruent"	"left"	0.414803258861533
"1376"	"8"	"left"	"incongruent"	"right"	0.234737600465281
"3500"	"8"	"right"	"incongruent"	"right"	1.43045089087033
"4580"	"8"	"right"	"congruent"	"right"	0.127637064999595
"4796"	"8"	"right"	"incongruent"	"right"	0.66848039092062
"1316"	"8"	"right"	"congruent"	"right"	0.168088407410447
"1112"	"8"	"left"	"congruent"	"left"	0.367926426575321
"224"	"8"	"left"	"incongruent"	"left"	0.162765329608052
"4556"	"8"	"right"	"incongruent"	"right"	0.567735910271505
"4916"	"8"	"right"	"congruent"	"right"	0.176847153961051
"2984"	"8"	"left"	"congruent"	"left"	0.169526492604437
"1076"	"8"	"right"	"congruent"	"right"	0.552289785343159
"4220"	"8"	"right"	"incongruent"	"left"	0.729678888244244
"2996"	"8"	"right"	"congruent"	"right"	0.316209403226449
"1844"	"8"	"right"	"congruent"	"right"	0.181450050076411
"4604"	"8"	"right"	"incongruent"	"right"	0.795638932066032
"4436"	"8"	"right"	"congruent"	"right"	0.270745444167699
"3560"	"8"	"left"	"congruent"	"left"	0.629634647565941
"3092"	"8"	"right"	"congruent"	"right"	0.176745962636449
"2684"	"8"	"right"	"incongruent"	"left"	0.542917206166354
"764"	"8"	"right"	"incongruent"	"right"	0.548912727112168
"1976"	"8"	"left"	"congruent"	"left"	0.239278158454313
"1964"	"8"	"right"	"incongruent"	"right"	0.395600177783421
"4088"	"8"	"left"	"congruent"	"right"	0.174633741871166
"1556"	"8"	"right"	"congruent"	"right"	0.512572164906039
"1544"	"8"	"left"	"congruent"	"left"	0.244402196828082
"2768"	"8"	"left"	"incongruent"	"left"	0.238277645235964
"2852"	"8"	"right"	"congruent"	"right"	0.31268369663722
"3956"	"8"	"right"	"congruent"	"right"	0.318201142350033
"3524"	"8"	"right"	"congruent"	"right"	0.636238005386397
"4124"	"8"	"right"	"incongruent"	"left"	0.466534863352318
"2312"	"8"	"left"	"congruent"	"left"	0.545285047975874
"3332"	"8"	"right"	"congruent"	"right"	0.20821233080506
"3212"	"8"	"right"	"incongruent"	"right"	0.153606116601562
"2804"	"8"	"right"	"congruent"	"right"	0.26793740295566
"3440"	"8"	"left"	"incongruent"	"left"	0.228905733697135
"800"	"8"	"left"	"incongruent"	"left"	0.436614259098858
"4940"	"8"	"right"	"incongruent"	"right"	0.365729474512832
"2504"	"8"	"left"	"congruent"	"left"	0.421638960413386
"4196"	"8"	"right"	"congruent"	"right"	0.20679332968132
"944"	"8"	"left"	"incongruent"	"left"	0.319252590180238
"188"	"8"	"right"	"incongruent"	"left"	0.34672710758222
"5264"	"8"	"left"	"incongruent"	"left"	0.233027817149997
"788"	"8"	"right"	"congruent"	"right"	0.229272734411467
"2816"	"8"	"left"	"incongruent"	"left"	0.248129017749375
"4148"	"8"	"right"	"congruent"	"right"	0.1259086662616
"584"	"8"	"left"	"congruent"	"left"	0.311960888206577
"56"	"8"	"left"	"congruent"	"left"	0.1860728761929
"1256"	"8"	"left"	"congruent"	"left"	0.26183406210665
"728"	"8"	"left"	"congruent"	"left"	0.265916253067962
"5432"	"8"	"left"	"congruent"	"left"	0.499018962112006
"3968"	"8"	"left"	"incongruent"	"left"	0.39952164810534
"5336"	"8"	"left"	"congruent"	"left"	0.7590916519346
"4376"	"8"	"left"	"congruent"	"left"	1.30827517537629
"3716"	"8"	"right"	"congruent"	"right"	0.294727748725993
"2096"	"8"	"left"	"incongruent"	"left"	0.310960697575866
"4784"	"8"	"left"	"incongruent"	"left"	0.720286581947798
"4628"	"8"	"right"	"congruent"	"right"	0.301043722068674
"4472"	"8"	"left"	"congruent"	"left"	0.207746284454652
"44"	"8"	"right"	"incongruent"	"right"	0.156105903368869
"3320"	"8"	"left"	"congruent"	"left"	0.156122832262804
"3116"	"8"	"right"	"incongruent"	"right"	0.814488503922694
"4892"	"8"	"right"	"incongruent"	"right"	0.492627818157725
"1484"	"8"	"right"	"incongruent"	"right"	0.571344297502851
"380"	"8"	"right"	"incongruent"	"right"	0.439194942310936
"3800"	"8"	"left"	"congruent"	"left"	0.999697139397248
"716"	"8"	"right"	"incongruent"	"right"	0.530070623671509
"968"	"8"	"left"	"congruent"	"left"	0.186729681051213
"812"	"8"	"right"	"incongruent"	"right"	0.503029826317998
"1532"	"8"	"right"	"incongruent"	"right"	0.591269512830005
"1004"	"8"	"right"	"incongruent"	"left"	0.217631464386794
"4664"	"8"	"left"	"congruent"	"left"	0.166055085924118
"680"	"8"	"left"	"congruent"	"left"	0.489340293977583
"3020"	"8"	"right"	"incongruent"	"left"	0.149099982287264
"116"	"8"	"right"	"congruent"	"right"	0.159847215029599
"2660"	"8"	"right"	"congruent"	"right"	0.315935955774721
"1292"	"8"	"right"	"incongruent"	"right"	0.469458786774209
"572"	"8"	"right"	"incongruent"	"right"	0.374356098607679
"1952"	"8"	"left"	"incongruent"	"left"	0.166696590279216
"5132"	"8"	"right"	"incongruent"	"right"	0.202303682147822
"32"	"8"	"left"	"incongruent"	"left"	0.42826561967103
"3512"	"8"	"left"	"congruent"	"left"	0.142705044152128
"896"	"8"	"left"	"incongruent"	"left"	0.849546253820845
"2048"	"8"	"left"	"incongruent"	"left"	0.300541717193891
"1568"	"8"	"left"	"incongruent"	"left"	0.932825292992397
"1124"	"8"	"right"	"congruent"	"right"	0.389721955407939
"2144"	"8"	"left"	"incongruent"	"left"	0.484201280347068
"776"	"8"	"left"	"congruent"	"left"	0.230769192726778
"3188"	"8"	"right"	"congruent"	"left"	0.280907683579139
"2912"	"8"	"left"	"incongruent"	"right"	0.356032119891635
"2492"	"8"	"right"	"incongruent"	"left"	0.277390558837434
"1208"	"8"	"left"	"congruent"	"left"	0.260926394248805
"2372"	"8"	"right"	"congruent"	"right"	0.328706684879438
"2516"	"8"	"right"	"congruent"	"right"	0.274099735454593
"2324"	"8"	"right"	"congruent"	"right"	0.710729686115678
"2672"	"8"	"left"	"incongruent"	"left"	0.292168460195928
"3632"	"8"	"left"	"incongruent"	"left"	0.349330754515371
"428"	"8"	"right"	"incongruent"	"right"	0.311830448136162
"2948"	"8"	"right"	"congruent"	"right"	0.202729557560858
"1904"	"8"	"left"	"incongruent"	"right"	0.386133769545536
"5444"	"8"	"right"	"congruent"	"right"	0.441146273055194
"4424"	"8"	"left"	"congruent"	"left"	0.248714277989355
"3752"	"8"	"left"	"congruent"	"left"	0.453034825173191
"2564"	"8"	"right"	"congruent"	"right"	0.417417238438638
"464"	"8"	"left"	"incongruent"	"left"	0.247294856404684
"4004"	"8"	"right"	"congruent"	"right"	0.264974459116981
"2540"	"8"	"right"	"incongruent"	"right"	0.343537547649849
"2468"	"8"	"right"	"congruent"	"right"	0.23754211664026
"824"	"8"	"left"	"congruent"	"left"	0.258736407887248
"1940"	"8"	"right"	"congruent"	"right"	0.136799778548875
"740"	"8"	"right"	"congruent"	"right"	0.204931117299732
"2444"	"8"	"right"	"incongruent"	"right"	0.155941753305711
"536"	"8"	"left"	"congruent"	"left"	0.307364748268575
"2084"	"8"	"right"	"congruent"	"right"	0.397288294212953
"2576"	"8"	"left"	"incongruent"	"left"	0.19976207826959
"956"	"8"	"right"	"incongruent"	"right"	0.1876248987388
"80"	"8"	"left"	"incongruent"	"left"	0.37084290107834
"4112"	"8"	"left"	"incongruent"	"right"	0.182840290056512
"2588"	"8"	"right"	"incongruent"	"right"	0.673605960401522
"4748"	"8"	"right"	"incongruent"	"right"	0.806389930400288
"5384"	"8"	"left"	"congruent"	"left"	0.258123671446367
"512"	"8"	"left"	"incongruent"	"left"	0.743492891252679
"4232"	"8"	"left"	"congruent"	"left"	0.398235322143875
"3464"	"8"	"left"	"congruent"	"left"	0.344012055897399
"5228"	"8"	"right"	"incongruent"	"right"	0.219670121927256
"3836"	"8"	"right"	"incongruent"	"right"	0.385487214977537
"5372"	"8"	"right"	"incongruent"	"right"	0.439398504095504
"1424"	"8"	"left"	"incongruent"	"left"	0.297728125815223
"560"	"8"	"left"	"incongruent"	"left"	0.355182820747471
"3272"	"8"	"left"	"congruent"	"left"	0.317594668878889
"1388"	"8"	"right"	"incongruent"	"left"	0.174107433297705
"3848"	"8"	"left"	"congruent"	"left"	0.422625419298554
"3872"	"8"	"left"	"incongruent"	"left"	0.341500639531298
"3908"	"8"	"right"	"congruent"	"left"	0.604004148287273
"2192"	"8"	"left"	"incongruent"	"right"	0.403707970515694
"2156"	"8"	"right"	"incongruent"	"right"	0.267055385171364
"1412"	"8"	"right"	"congruent"	"right"	0.720996725372029
"1664"	"8"	"left"	"incongruent"	"left"	0.334848379266466
"3860"	"8"	"right"	"congruent"	"right"	0.33437562341227
"1220"	"8"	"right"	"congruent"	"right"	0.268632958414409
"2360"	"8"	"left"	"congruent"	"left"	0.328789332920748
"1052"	"8"	"right"	"incongruent"	"left"	0.24230311112243
"5252"	"8"	"right"	"congruent"	"right"	0.263246810228363
"4712"	"8"	"left"	"congruent"	"left"	0.367482826367187
"4460"	"8"	"right"	"incongruent"	"left"	0.139491558888924
"2108"	"8"	"right"	"incongruent"	"right"	0.50289956017962
"620"	"8"	"right"	"incongruent"	"right"	0.240064115597596
"4904"	"8"	"left"	"congruent"	"left"	0.294248167644044
"992"	"8"	"left"	"incongruent"	"left"	0.470461513665936
"1652"	"8"	"right"	"congruent"	"right"	0.23613923078318
"5072"	"8"	"left"	"incongruent"	"left"	0.173150226616809
"3596"	"8"	"right"	"incongruent"	"right"	0.608668231196391
"68"	"8"	"right"	"congruent"	"right"	0.748085988465275
"5408"	"8"	"left"	"incongruent"	"left"	0.633802361285021
"1760"	"8"	"left"	"incongruent"	"right"	0.449598716256333
"3980"	"8"	"right"	"incongruent"	"right"	0.393793289454407
"2408"	"8"	"left"	"congruent"	"left"	0.293645558895809
"272"	"8"	"left"	"incongruent"	"right"	0.713824925052947
"5312"	"8"	"left"	"incongruent"	"left"	0.173853937496615
"4856"	"8"	"left"	"congruent"	"left"	0.663671665375716
"4172"	"8"	"right"	"incongruent"	"right"	0.28584235073859
"3776"	"8"	"left"	"incongruent"	"left"	0.72694330189114
"4508"	"8"	"right"	"incongruent"	"right"	0.231226634738879
"2888"	"8"	"left"	"congruent"	"right"	0.346782798633384
"1304"	"8"	"left"	"congruent"	"left"	0.290808047827746
"3164"	"8"	"right"	"incongruent"	"right"	0.361495641880177
"5468"	"8"	"right"	"incongruent"	"right"	0.504831933811413
"4736"	"8"	"left"	"incongruent"	"left"	0.278696686032401
"3044"	"8"	"right"	"congruent"	"right"	0.20074595097107
"2216"	"8"	"left"	"congruent"	"left"	0.197929449924213
"5456"	"8"	"left"	"incongruent"	"left"	0.143447266572209
"1592"	"8"	"left"	"congruent"	"left"	0.216651299834781
"3668"	"8"	"right"	"congruent"	"right"	0.445793119031457
"5036"	"8"	"right"	"incongruent"	"right"	0.703759061699621
"872"	"8"	"left"	"congruent"	"left"	0.179968018302951
"3704"	"8"	"left"	"congruent"	"left"	0.3425797300879
"1736"	"8"	"left"	"congruent"	"left"	0.269117391229668
"2132"	"8"	"right"	"congruent"	"right"	0.299980924783174
"3728"	"8"	"left"	"incongruent"	"left"	0.397255087763068
"2348"	"8"	"right"	"incongruent"	"right"	0.398307484734691
"668"	"8"	"right"	"incongruent"	"right"	0.509813909792606
"4868"	"8"	"right"	"congruent"	"right"	0.30855644245447
"1472"	"8"	"left"	"incongruent"	"left"	0.272910767025759
"656"	"8"	"left"	"incongruent"	"left"	0.361401041933946
"2036"	"8"	"right"	"congruent"	"right"	0.178526863961477
